,osm_id,name,highway,railway,amenity,operator,parking,surface,tunnel,bridge,smoothness,width,capacity,layer,public_tra,aeroway,building,barrier,oneway,geometry,names,clean_name,clean_name2,genero,_merge
81575,569066585.0,Calle Marbella,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.12452570000001 -11.9847717, -77.12410370000001 -11.9847859, -77.1236443 -11.9848004, -77.1232433 -11.9848191, -77.1226587 -11.9848449, -77.1225522 -11.9848179, -77.1225082 -11.9848039)",Calle Marbella,"['calle', 'marbella']",['marbella'],f,both
81576,569066586.0,Calle Fatima,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.1240205 -11.9598101, -77.1234085 -11.9594995)",Calle Fatima,"['calle', 'fatima']",['fatima'],f,both
81605,569094784.0,Calle Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.1328803 -12.0246246, -77.1327098 -12.024245, -77.1324331 -12.0236095)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
81704,569281454.0,Calle Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9450014 -12.1504026, -76.9444366 -12.1501826, -76.9441692 -12.1500427)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
82034,571057260.0,Pasaje Rio Santa Maria,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.00161749999999 -11.9668827, -77.0014465 -11.9662647)",Pasaje Rio Santa Maria,"['pasaje', 'rio', 'santa', 'maria']","['rio', 'santa', 'maria']",f,both
82053,571060998.0,Jirón Esmeralda de los Andes,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.982831 -11.9407102, -76.9826393 -11.9404532)",Jirón Esmeralda de los Andes,"['jiron', 'esmeralda', 'de', 'los', 'andes']","['esmeralda', 'andes']",f,both
82069,571079245.0,Pasaje Tingo María,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0172211 -12.0312294, -77.01729659999999 -12.0305112)",Pasaje Tingo María,"['pasaje', 'tingo', 'maria']","['tingo', 'maria']",f,both
82075,571079253.0,Pasaje Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0306574 -12.0356088, -77.0304565 -12.0352823, -77.03025959999999 -12.0349628)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
82079,571079258.0,Calle María Parado de Bellido,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0260115 -12.0232988, -77.0256253 -12.0231375, -77.02522759999999 -12.0229493, -77.0248765 -12.0227492)",Calle María Parado de Bellido,"['calle', 'maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
82137,571094291.0,Pasaje Micaela Bastidas,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.08224509999999 -12.0193475, -77.082663 -12.0191949)",Pasaje Micaela Bastidas,"['pasaje', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
82138,571094292.0,Pasaje Micaela Bastidas,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0827687 -12.0194571, -77.0823539 -12.0196071)",Pasaje Micaela Bastidas,"['pasaje', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
82202,571355301.0,Pasaje Melchorita,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9440017 -12.1584278, -76.9435055 -12.158169)",Pasaje Melchorita,"['pasaje', 'melchorita']",['melchorita'],f,both
82258,571388318.0,Jirón Juana Alarco de Dammert,service,,,,,,,,,,,,,,,,,"LINESTRING (-76.99651609999999 -12.0528517, -76.99623630000001 -12.0528271, -76.9961505 -12.0528337, -76.9960426 -12.0528472, -76.99593609999999 -12.052873)",Jirón Juana Alarco de Dammert,"['jiron', 'juana', 'alarco', 'de', 'dammert']","['juana', 'alarco', 'dammert']",f,both
82347,571808370.0,Avenida Santa Clarita,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9045048 -12.0250768, -76.9050573 -12.0233434)",Avenida Santa Clarita,"['avenida', 'santa', 'clarita']","['santa', 'clarita']",f,both
82354,571808377.0,Calle Estrella,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9086327 -12.0218886, -76.90893440000001 -12.0210191)",Calle Estrella,"['calle', 'estrella']",['estrella'],f,both
82359,571808382.0,Pasaje Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.92821429999999 -12.0253972, -76.9280784 -12.0259069)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
82713,572198575.0,Pasaje Santa Martha,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9003051 -12.0378101, -76.9001287 -12.0378188, -76.8999369 -12.0374279, -76.8998069 -12.0372128, -76.89973310000001 -12.0370134, -76.89959500000001 -12.0369098)",Pasaje Santa Martha,"['pasaje', 'santa', 'martha']","['santa', 'martha']",f,both
82733,572201916.0,Jirón Santa Faustina,living_street,,,,,paved,,,,,,,,,,,,"LINESTRING (-77.0744165 -12.062688, -77.0744072 -12.0625663, -77.0743509 -12.0621965, -77.07429190000001 -12.0620053, -77.0741933 -12.0617376, -77.0741244 -12.0615471, -77.07399340000001 -12.0613545)",Jirón Santa Faustina,"['jiron', 'santa', 'faustina']","['santa', 'faustina']",f,both
82762,572430854.0,Pasaje Santa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0188347 -11.8873021, -77.0187226 -11.8871812, -77.0184383 -11.8869817)",Pasaje Santa,"['pasaje', 'santa']",['santa'],f,both
82877,576899891.0,Jirón Sarita Colonia,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.8913965 -12.0221081, -76.8915406 -12.021044)",Jirón Sarita Colonia,"['jiron', 'sarita', 'colonia']","['sarita', 'colonia']",f,both
82936,578568156.0,Jirón Santa Aurelia,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.07601699999999 -12.0642848, -77.07611919999999 -12.063815, -77.07613929999999 -12.0637297)",Jirón Santa Aurelia,"['jiron', 'santa', 'aurelia']","['santa', 'aurelia']",f,both
83001,579627381.0,Pasaje Belen,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.0038184 -12.066941, -77.0037679 -12.0669901, -77.0036479 -12.0670545, -77.00354799999999 -12.0671081, -77.00345660000001 -12.0671331)",Pasaje Belen,"['pasaje', 'belen']",['belen'],f,both
83161,580622117.0,Pasaje Lourdes,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.0086596 -12.0628281, -77.00867030000001 -12.0629383, -77.0086878 -12.0629534, -77.0086965 -12.0629593, -77.0087173 -12.063057)",Pasaje Lourdes,"['pasaje', 'lourdes']",['lourdes'],f,both
83179,580628563.0,Jirón La Libertad,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.0085519 -12.0644528, -77.0084631 -12.0643803, -77.0084095 -12.064295, -77.0083961 -12.0642281, -77.00837199999999 -12.0641691, -77.0083545 -12.0641088)",Jirón La Libertad,"['jiron', 'la', 'libertad']",['libertad'],f,both
83181,580628565.0,Pasaje Bella Luz,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.0092202 -12.0627044, -77.0092356 -12.0628629)",Pasaje Bella Luz,"['pasaje', 'bella', 'luz']","['bella', 'luz']",f,both
83324,580965765.0,Pasaje Santa Rosa,footway,,,,,,,,,,,,,,,,,"LINESTRING (-77.0135033 -12.0585403, -77.0133642 -12.0583576, -77.01317330000001 -12.0581069)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
83651,582948151.0,Pasaje Irlanda,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0350992 -11.9661447, -77.0350717 -11.9661861, -77.0350143 -11.9662148, -77.03495150000001 -11.9662317, -77.0348353 -11.9662508)",Pasaje Irlanda,"['pasaje', 'irlanda']",['irlanda'],f,both
83652,582948152.0,Pasaje Irlanda,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0351577 -11.9659104, -77.035068 -11.9660154, -77.03501369999999 -11.9660337, -77.0348963 -11.9660114, -77.0348568 -11.9660325, -77.0348426 -11.9660862, -77.0348353 -11.9662508, -77.03473270000001 -11.9662817, -77.0346898 -11.9663038, -77.03460800000001 -11.966346, -77.0345409 -11.966426, -77.0344953 -11.9665034, -77.03445379999999 -11.9665743, -77.0343987 -11.9666452, -77.03436929999999 -11.9667239, -77.0343371 -11.9668419, -77.0342526 -11.9669823)",Pasaje Irlanda,"['pasaje', 'irlanda']",['irlanda'],f,both
83737,583762646.0,Jirón América,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.013054 -12.0343253, -77.01315750000001 -12.0343632, -77.0132509 -12.0344155, -77.0133543 -12.0344884, -77.0134367 -12.0345575)",Jirón América,"['jiron', 'america']",['america'],f,both
83825,584748003.0,Santa Marina,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.07008380000001 -11.9499577, -77.0700021 -11.9498135, -77.0699542 -11.9496854, -77.06993780000001 -11.9495821)",Santa Marina,"['santa', 'marina']","['santa', 'marina']",f,both
83828,584748006.0,Avenida Santa Elvira,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0717677 -11.9636934, -77.0718353 -11.9636018)",Avenida Santa Elvira,"['avenida', 'santa', 'elvira']","['santa', 'elvira']",f,both
83829,584748007.0,Avenida Santa Elvira,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0719299 -11.963671, -77.071862 -11.963755)",Avenida Santa Elvira,"['avenida', 'santa', 'elvira']","['santa', 'elvira']",f,both
83893,584912947.0,Calle Santa Lucia de Conchan,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0133969 -12.2103573, -77.0133914 -12.2103898, -77.0133749 -12.2104186, -77.0133494 -12.2104402, -77.013318 -12.2104522, -77.0132843 -12.2104531, -77.0132545 -12.210444, -77.0132292 -12.2104262, -77.0132108 -12.2104015, -77.0132012 -12.2103725, -77.0132014 -12.210342)",Calle Santa Lucia de Conchan,"['calle', 'santa', 'lucia', 'de', 'conchan']","['santa', 'lucia', 'conchan']",f,both
84387,593078549.0,Avenida Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.02952929999999 -11.9061728, -77.0295055 -11.9060378, -77.0295158 -11.9059979, -77.02954149999999 -11.905961, -77.0295838 -11.9059291, -77.02978880000001 -11.9058347, -77.0300756 -11.9057077, -77.03019930000001 -11.9056712, -77.030306 -11.9056587, -77.0304551 -11.9056558, -77.03053730000001 -11.9056595, -77.03061870000001 -11.9056742, -77.03068620000001 -11.9056992, -77.0307444 -11.9057347, -77.03079409999999 -11.9057818, -77.0308385 -11.9058369, -77.0309001 -11.9059503, -77.0311657 -11.9064611, -77.03125249999999 -11.9066281, -77.0313304 -11.9068428, -77.0313622 -11.9070159, -77.0314436 -11.9071787, -77.0315073 -11.907338, -77.03155340000001 -11.9074869, -77.0315906 -11.9075564, -77.0316831 -11.9076548, -77.0317426 -11.9076893, -77.0318473 -11.9077376, -77.031963 -11.9077977, -77.0320213 -11.9078537, -77.0321422 -11.9080031, -77.03219230000001 -11.9081084, -77.0322213 -11.9082271, -77.0322594 -11.9083366, -77.0323518 -11.9085431, -77.0324564 -11.9086971, -77.03253669999999 -11.9088008, -77.0325972 -11.9089286)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
84655,594692290.0,María Teresa Gonzales de Fanning,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.99548009999999 -12.0502989, -76.9954817 -12.0504106, -76.9954319 -12.0506362, -76.99541619999999 -12.0507679, -76.99541840000001 -12.0509005, -76.9954322 -12.0510213, -76.99545670000001 -12.0511511, -76.9954316 -12.0512574, -76.9953211 -12.0515253)",María Teresa Gonzales de Fanning,"['maria', 'teresa', 'gonzales', 'de', 'fanning']","['maria', 'teresa', 'gonzales', 'fanning']",f,both
84656,594692291.0,María Teresa Gonzales de Fanning,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9956667 -12.0495613, -76.995589 -12.0496454, -76.99554449999999 -12.0497135, -76.9954808 -12.0500903, -76.9954558 -12.0502304, -76.99548009999999 -12.0502989)",María Teresa Gonzales de Fanning,"['maria', 'teresa', 'gonzales', 'de', 'fanning']","['maria', 'teresa', 'gonzales', 'fanning']",f,both
84933,596248537.0,Avenida Merino Reyna,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0268927 -11.8905142, -77.0268038 -11.890572, -77.0259247 -11.8911438, -77.0251026 -11.8916785, -77.0242492 -11.8922336, -77.0234143 -11.8927767, -77.0225597 -11.8933325, -77.0217537 -11.8938567, -77.0208997 -11.8944122, -77.0200485 -11.8949659, -77.0191875 -11.8955258, -77.0179122 -11.8962648, -77.0177087 -11.8963827, -77.01766859999999 -11.8963858, -77.01758959999999 -11.8963917)",Avenida Merino Reyna,"['avenida', 'merino', 'reyna']","['merino', 'reyna']",f,both
85146,597945289.0,Avenida María Parado de Bellido,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-77.0332258 -11.900186, -77.0329902 -11.9005343, -77.0327556 -11.900881, -77.0325203 -11.9012288, -77.03236440000001 -11.9014592, -77.0320229 -11.9019673)",Avenida María Parado de Bellido,"['avenida', 'maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
85152,597945296.0,Avenida María Parado de Bellido,residential,,,,,concrete,,,,,,,,,,,,"LINESTRING (-77.03354400000001 -11.8997026, -77.0333002 -11.9000768)",Avenida María Parado de Bellido,"['avenida', 'maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
85468,600818350.0,Santa Rosa,secondary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.9610758 -12.0532549, -76.9611285 -12.0531297, -76.9611591 -12.0530536)",Santa Rosa,"['santa', 'rosa']","['santa', 'rosa']",f,both
85667,601160472.0,Avenida Santa Rosa,tertiary,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.0288049 -11.9151694, -77.02978400000001 -11.9157562, -77.0298851 -11.9158168, -77.0302765 -11.9160514, -77.03136050000001 -11.9167041, -77.03148090000001 -11.9167733)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
85668,601164055.0,Pasaje Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.03709019999999 -11.9193103, -77.0365068 -11.9187241)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
85712,601313489.0,Pasaje Belén,service,,,,,,,,,,,,,,,,,"LINESTRING (-77.0321713 -11.910384, -77.03210780000001 -11.910384, -77.0319824 -11.9103841, -77.0316607 -11.9106806, -77.0315808 -11.9107542, -77.03143609999999 -11.9107862, -77.0313531 -11.9108834, -77.030913 -11.9113985, -77.03054880000001 -11.9119697, -77.030432 -11.9122164)",Pasaje Belén,"['pasaje', 'belen']",['belen'],f,both
85803,601804551.0,Rio Elba,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9394562 -12.1159501, -76.9393165 -12.1161657, -76.93920850000001 -12.1162975)",Rio Elba,"['rio', 'elba']","['rio', 'elba']",f,both
85804,601804553.0,Rio Elba,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.93920850000001 -12.1162975, -76.9390636 -12.1161591)",Rio Elba,"['rio', 'elba']","['rio', 'elba']",f,both
85873,601840635.0,Pasaje Rosa Medino,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.95046189999999 -12.1421126, -76.9507718 -12.1417814, -76.9510779 -12.1414785)",Pasaje Rosa Medino,"['pasaje', 'rosa', 'medino']","['rosa', 'medino']",f,both
85967,602204660.0,Alameda del Arco Iris,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.98879820000001 -12.1268661, -76.9887576 -12.1273495)",Alameda del Arco Iris,"['alameda', 'del', 'arco', 'iris']","['alameda', 'arco', 'iris']",f,both
86038,602220464.0,Avenida Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9761455 -12.2005042, -76.9764138 -12.2003478)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
86039,602220465.0,Avenida Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-76.9765821 -12.2003761, -76.9761833 -12.2006308)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
86128,602281468.0,Jirón Nueva Esperanza,footway,,,,,,,,,,,,,,,,,"LINESTRING (-76.94018680000001 -12.1749734, -76.9404215 -12.1753272, -76.94060589999999 -12.1756052, -76.9407807 -12.1758755, -76.9408421 -12.1759327, -76.94095849999999 -12.1760084, -76.94110430000001 -12.1761034, -76.94120289999999 -12.1761852)",Jirón Nueva Esperanza,"['jiron', 'nueva', 'esperanza']","['nueva', 'esperanza']",f,both
86495,602738803.0,Pasaje Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-76.9450014 -12.1504026, -76.9449352 -12.1506601, -76.94491290000001 -12.1508391, -76.9449149 -12.1510238, -76.9449959 -12.1511575, -76.94504379999999 -12.1513178)",Pasaje Santa Rosa,"['pasaje', 'santa', 'rosa']","['santa', 'rosa']",f,both
86498,602738806.0,Calle Santa Rosa,residential,,,,,unpaved,,,,,,,,,,,,"LINESTRING (-76.9413661 -12.1664464, -76.9415159 -12.1663396, -76.9416768 -12.1660972, -76.9417462 -12.1658397, -76.9417218 -12.1655021, -76.9417195 -12.1652465, -76.9417195 -12.1647831, -76.9417218 -12.1645754)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
86781,603192631.0,Senda Santa Rosa,path,,,,,unpaved,,,,,,,,,,,,"LINESTRING (-76.915893 -12.2557755, -76.9159722 -12.2559044, -76.9161604 -12.2560588, -76.9163157 -12.2561863, -76.91652019999999 -12.256317, -76.9168487 -12.2564928)",Senda Santa Rosa,"['senda', 'santa', 'rosa']","['senda', 'santa', 'rosa']",f,both
87204,604415510.0,Avenida Micaela Bastidas,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.03491219999999 -11.9011009, -77.034836 -11.9012169, -77.03421779999999 -11.9021589, -77.03366010000001 -11.9030085, -77.0334234 -11.9033696, -77.0331891 -11.9037265, -77.032955 -11.9040863, -77.0327194 -11.9044168, -77.0325824 -11.9045827, -77.03245250000001 -11.9047226, -77.0322718 -11.9048715, -77.0321151 -11.9049849, -77.0319758 -11.9050774, -77.0318486 -11.9051518, -77.0317081 -11.9052223, -77.0315799 -11.9052846, -77.0314042 -11.905363, -77.0312912 -11.9054135, -77.0312014 -11.9054536)",Avenida Micaela Bastidas,"['avenida', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
87877,610066335.0,Alheli,tertiary,,,,,paved,,,,,,,,,,,,"LINESTRING (-77.0565081 -12.0162337, -77.0566573 -12.0161085, -77.05674740000001 -12.0160229, -77.05685510000001 -12.0159121, -77.05704299999999 -12.0156955, -77.0575891 -12.0151033, -77.0579455 -12.0147142)",Alheli,['alheli'],['alheli'],f,both
87934,611721991.0,Pasaje María Tegui,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.04246329999999 -11.9195372, -77.0419005 -11.9196378)",Pasaje María Tegui,"['pasaje', 'maria', 'tegui']","['maria', 'tegui']",f,both
87971,611724157.0,Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.04066229999999 -11.9204469, -77.04074850000001 -11.9209553)",Santa Rosa,"['santa', 'rosa']","['santa', 'rosa']",f,both
88108,612096563.0,Jirón Santa Justina,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.03165730000001 -11.8831745, -77.0316069 -11.8830724)",Jirón Santa Justina,"['jiron', 'santa', 'justina']","['santa', 'justina']",f,both
88192,613229129.0,Avenida Micaela Bastidas,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.05367680000001 -11.9299177, -77.0539127 -11.9297895, -77.0542772 -11.9295915, -77.05434839999999 -11.9295528, -77.0545832 -11.9294253, -77.0556969 -11.9288208, -77.0559399 -11.9286882)",Avenida Micaela Bastidas,"['avenida', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
88339,614136992.0,Calle Santa Rosa,residential,,,,,unpaved,,,,,,,,,,,,"LINESTRING (-77.0458769 -11.9049792, -77.0455833 -11.905177, -77.04552289999999 -11.9052177, -77.045225 -11.9054185)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
89076,618095922.0,Antinio Bastidas,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.044496 -11.8928531, -77.0441663 -11.8924616)",Antinio Bastidas,"['antinio', 'bastidas']","['antinio', 'bastidas']",f,both
89095,618118370.0,María Parado de Bellido,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.03884309999999 -11.9168804, -77.0388375 -11.9168)",María Parado de Bellido,"['maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
89329,620127527.0,Jirón Santa María,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.02601079999999 -11.9203196, -77.0262912 -11.919956, -77.0266529 -11.9194588, -77.02728689999999 -11.9186584)",Jirón Santa María,"['jiron', 'santa', 'maria']","['santa', 'maria']",f,both
89331,620127530.0,Jirón Santa Rosa de Lima,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0290968 -11.9200173, -77.0290432 -11.9199739, -77.02813190000001 -11.9192312, -77.02808469999999 -11.9191927, -77.02698340000001 -11.9182953)",Jirón Santa Rosa de Lima,"['jiron', 'santa', 'rosa', 'de', 'lima']","['santa', 'rosa', 'lima']",f,both
89332,620160834.0,Avenida Santa Rosa,tertiary,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.0318595 -11.9170706, -77.0317144 -11.9170038, -77.0314284 -11.9168494)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
89333,620160835.0,Avenida Santa Rosa,tertiary,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.03148090000001 -11.9167733, -77.031779 -11.9169249, -77.0319133 -11.9169822, -77.03204239999999 -11.9170188, -77.0321962 -11.9170555, -77.03236870000001 -11.9170765, -77.0325794 -11.9170724)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
89335,620160837.0,Avenida Santa Rosa,tertiary,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.028757 -11.9152457, -77.0285628 -11.915293)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
89337,620160839.0,Avenida Santa Rosa,tertiary,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.0314284 -11.9168494, -77.0313101 -11.9167805, -77.03101650000001 -11.916604, -77.03061959999999 -11.9163654, -77.02983639999999 -11.9158946, -77.029736 -11.9158342, -77.0293513 -11.915603, -77.028757 -11.9152457)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
89754,621552647.0,Avenida Belén,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.04802220000001 -12.1029416, -77.0480014 -12.103885, -77.0480014 -12.104017, -77.0479958 -12.1040695, -77.0479936 -12.1040906, -77.04797019999999 -12.1041592, -77.0478741 -12.1042735, -77.04774380000001 -12.1044291, -77.04745079999999 -12.1047788, -77.04742229999999 -12.104827, -77.0473963 -12.1048804, -77.0473963 -12.1049438, -77.0474119 -12.1050657, -77.047511 -12.1055987, -77.047527 -12.1056778, -77.0475399 -12.1057419, -77.0476649 -12.1063601)",Avenida Belén,"['avenida', 'belen']",['belen'],f,both
89763,621555853.0,Avenida Belén,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0476242 -12.1064744, -77.04747999999999 -12.1057502, -77.04746799999999 -12.10569, -77.0474512 -12.1056059, -77.0473298 -12.1049969, -77.04732919999999 -12.1049078, -77.047358 -12.1047995, -77.0473885 -12.1047615, -77.04765209999999 -12.1044339, -77.0476925 -12.1043837, -77.04771719999999 -12.104353, -77.0478667 -12.1041671, -77.0479062 -12.1040889, -77.0479067 -12.1040638, -77.0479261 -12.1030853, -77.047929 -12.1029396, -77.04793069999999 -12.1028535)",Avenida Belén,"['avenida', 'belen']",['belen'],f,both
89764,621555856.0,Avenida Belén,tertiary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0478959 -12.1074447, -77.0479898 -12.1079079, -77.0480955 -12.1084092, -77.04810860000001 -12.1084713, -77.0481242 -12.1085417, -77.04814140000001 -12.1086137, -77.0481601 -12.1086964, -77.04827710000001 -12.1092144, -77.0483007 -12.1093188)",Avenida Belén,"['avenida', 'belen']",['belen'],f,both
89776,621602404.0,Avenida La Marina,primary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0652125 -12.0837491, -77.0655792 -12.0835917, -77.0660455 -12.0834038, -77.0661123 -12.0833764)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
89777,621602406.0,Avenida La Marina,primary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.06530290000001 -12.0839046, -77.0651189 -12.0840103, -77.06501280000001 -12.0840866, -77.06491080000001 -12.0841598, -77.0648374 -12.0842406, -77.0647771 -12.0843183, -77.06475039999999 -12.0843528, -77.06470280000001 -12.084447, -77.0646567 -12.0845633, -77.0646294 -12.0846623, -77.0646165 -12.0847296, -77.0646131 -12.0847473, -77.06461210000001 -12.0847525, -77.0645971 -12.0848302)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
90679,628831981.0,Pasaje Virgen de Lourdes,unclassified,,,,,,,,,,,,,,,,no,"LINESTRING (-76.9877979 -12.0395636, -76.9879207 -12.0390249, -76.9884555 -12.0371228)",Pasaje Virgen de Lourdes,"['pasaje', 'virgen', 'de', 'lourdes']","['virgen', 'lourdes']",f,both
91425,633775929.0,Calle La Victoria,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0766421 -11.8685667, -77.0763997 -11.8687954, -77.0761488 -11.8689533, -77.07596789999999 -11.8690779, -77.07586259999999 -11.869173)",Calle La Victoria,"['calle', 'la', 'victoria']",['victoria'],f,both
91687,637253086.0,Avenida Esmeralda,secondary,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-76.98364530000001 -12.1078676, -76.9835152 -12.1078595, -76.982888 -12.1078206, -76.9825824 -12.1078017)",Avenida Esmeralda,"['avenida', 'esmeralda']",['esmeralda'],f,both
91769,637949352.0,Avenida Esperanza,tertiary,,,,,asphalt,,,,,,,,,,,no,"LINESTRING (-77.107873 -12.0528163, -77.1078808 -12.0527612, -77.1079233 -12.0523196)",Avenida Esperanza,"['avenida', 'esperanza']",['esperanza'],f,both
91773,637955033.0,Avenida La Marina,primary_link,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.09330799999999 -12.0770671, -77.0937492 -12.077068, -77.094104 -12.0769631)",Avenida La Marina,"['avenida', 'la', 'marina']",['marina'],f,both
91786,637986820.0,Avenida Santa Rosa,secondary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.99663459999999 -11.9895716, -76.9964973 -11.9891638)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
91823,638023749.0,Avenida Santa María,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-76.92441340000001 -12.0262597, -76.9245457 -12.0259554, -76.9246904 -12.0256227, -76.92492470000001 -12.025046)",Avenida Santa María,"['avenida', 'santa', 'maria']","['santa', 'maria']",f,both
